1814,364,房屋质量检测人员信息包括姓名、性别、证书编号、资格类别等信息。,政府办事,房屋质量检测人员,城市建设,房地产,业务类,普遍公开,2012-12-18,2016-10-11,上海市住房和城乡建设管理委员会
1889,395,上海市建设工程材料备案信息数据信息公开，上海市建设工程材料备案信息数据信息公开,政府办事,建材.备案,城市建设,城乡建设,业务类,普遍公开,2012-11-29,2016-10-11,上海市住房和城乡建设管理委员会
2183,262,本市新型建设工程材料认定企业信息，包括证书编号、企业名称、材料名称。,政府办事,证书编号、企业名称、材料名称,城市建设,城乡建设,业务类,普遍公开,2015-10-30,2016-10-11,上海市住房和城乡建设管理委员会
1437,252,本市18大类建材备案的12个协会受理窗口信息，包括单位名称、联系电话、单位地址。,政府办事,名称.电话.地址,城市建设,城乡建设,业务类,普遍公开,2015-10-20,2016-10-11,上海市住房和城乡建设管理委员会
1777,142,互联网机动车业务受理信息包括号码种类、号码号牌、申请类型、变更种类、处理结果等内容。,政府办事,互联网机动车业，机动车业务受理,道路交通,公安,业务类,特定公开,2016-09-28,2016-09-28,上海市公安局
1738,108,驾驶员业务受理信息包括申请类型、申请原因、准驾车型、更新时间、处理结果等内容。,培训与就业,驾驶员业务，业务受理信息,道路交通,公安,业务类,特定公开,2016-09-08,2016-09-08,上海市公安局
1903,171,暂住证白名单信息包括申请类型、有效期、暂住证号码、释放原因、操作时间等内容。,政府办事,暂住证白名单，白名单信息,民生服务,公安,业务类,特定公开,2016-09-08,2016-09-08,上海市公安局
1427,100,消防烟花爆竹批发包括单位名称、地址、联系电话等内容，提供方式用excel方式提供数据。,城市安全,消防、烟花爆竹、批发,公共安全,公安,业务类,特定公开,2016-09-08,2016-09-08,上海市公安局
1542,113,消防烟花爆竹燃放许可证，其中包括：组织单位、燃放级别、时间等字段信息。,城市安全,消防烟花爆竹燃放、燃放许可证,公共安全,公安,业务类,特定公开,2016-09-08,2016-09-08,上海市公安局
3422,557,上海市技术进出口交易会亮点企业情况数据产品主要发布了上海市技术进出口交易会亮点项目名称、亮点、基本情况、本届上交会特色展品（技术）等信息。,政府办事,技术进出口.亮点企业,经济建设,综合类,其他类,普遍公开,2015-01-05,2016-08-31,上海市商务委员会
517,67,本市持有道路运输行业从业资格证（有证但不一定在职在岗）的人员姓名、行业、证号,培训与就业,持证人员,道路交通,交通运输,业务类,普遍公开,2017-02-23,2016-08-31,上海市交通委员会
541,92,本市交通行业在职在岗的人员所属行业、姓名、证号、岗位,培训与就业,从业人员 在职在岗,道路交通,交通运输,业务类,普遍公开,2017-02-23,2016-08-31,上海市交通委员会
511,85,外省市从业人员所属行业、证号、姓名、发证机构,培训与就业,外省市从业人员,道路交通,交通运输,业务类,普遍公开,2017-02-23,2016-08-31,上海市交通委员会
3848,708,全市普通机动车驾驶员培训企业名称和联系方式等信息,政府办事,全市普通机动车驾驶员培训企业名称.联系方式,道路交通,交通运输,业务类,普遍公开,2012-11-26,2016-08-31,上海市交通委员会
4054,664,全市道路运输驾驶员从业资格培训企业名称和联系方式等信息,政府办事,全市道路运输驾驶员从业资格培训企业名称.联系方式,道路交通,交通运输,业务类,普遍公开,2012-11-26,2016-08-31,上海市交通委员会
2699,383,市、区县卫生计生委的地址、电话、邮编信息。更新的频率为每年一次。,政府办事,卫生计生委,机构团体,医药卫生管理,机构职能,普遍公开,2015-03-10,2016-08-09,上海市卫生和计划生育委员会
3732,487,上海市计划生育药具免费发放点的名称、地址、电话、负责人、上级单位等信息。,就医与保健,计划生育,卫生健康,计划生育,机构职能,普遍公开,2015-03-10,2016-08-09,上海市卫生和计划生育委员会
2899,528,成品油批发和仓储企业 企业名称、地址、邮编、企业性质、成品油批发/仓储经营许可证编号,政府办事,企业名称.地址.邮编.企业性质.成品油批发仓储经营许可证编号,经济建设,工业,业务类,普遍公开,2014-11-07,2016-08-05,上海市经济和信息化委员会
1541,187,驾驶员审验统计信息包括统计序号、统计日期、校车驾驶人审验率等内容。,培训与就业,驾驶员审验，审验统计,道路交通,公安,业务类,特定公开,2016-08-04,2016-08-04,上海市公安局
2456,256,道路施工单位信息包括施工单位ID、施工单位名称、单位地址、更新时间等内容。,政府办事,道路施工，施工单位,道路交通,公安,业务类,特定公开,2016-08-04,2016-08-04,上海市公安局
3649,439,按照《科普税收优惠政策实施办法》（国科发政[2003]416号）规定，经上海市科学技术委员会认定的科普教育基地名录,学校教育与终身教育,上海 科技 科普 基地,教育科技,科教综合类,其他类,普遍公开,2015-09-30,2016-08-01,上海市科学技术委员会
2240,296,妇女常见病筛查情况年报信息2015年度包括：妇女常见病普查人数、患病率（%）、治疗率（%）。,就医与保健,妇女 常见病 筛查情况 年报,卫生健康,医疗保健,机构职能,特定公开,2016-07-26,2016-07-26,上海市卫生和计划生育委员会
2353,318,孕产妇保健和健康情况年报信息2015年度包括：孕产妇系统保健率（户籍）（%）、产前医学检查率（%）、孕期中重度贫血患病率（%）、剖宫产率（%）、住院分娩率（%）、低出生体重发生率（%）。,就医与保健,孕产妇 保健 健康情况 年报,卫生健康,医疗保健,机构职能,特定公开,2016-07-26,2016-07-26,上海市卫生和计划生育委员会
1949,299,儿童和孕产妇健康状况年报信息包括0-6岁儿童保健管理率、6个月以内婴儿母乳喂养率、0-6个月婴儿纯母乳喂养率、5岁以下儿童贫血患病率、5岁以下儿童生长迟缓率、5岁以下儿童低体重率、5岁以下儿童肥胖率。,政府办事,儿童 孕产妇 健康状况 年报,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2016-07-19,上海市卫生和计划生育委员会
2162,250,上海市免疫规划专业人员数据库-2015年包括：姓名、性别、人员编码、单位简称、培训证、状态。,政府办事,免疫规划 专业人员 数据库,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2016-07-19,上海市卫生和计划生育委员会
4786,1407,包括工业产品生产许可证、食品相关产品生产许可证、计量器具、特种设备许可等证书信息,政府办事,许可证，生产企业,经济建设,检验、检疫,业务类,普遍公开,2015-01-27,2016-07-18,上海市质量技术监督局
2623,366,以往所有年份的资质认定（计量认证）获证机构信息，包括：单位名称、实验室地址、电话、证书编号、发证日期、有效期,政府办事,资质认定，计量认证，获证机构,经济建设,综合类,业务类,普遍公开,2015-10-16,2016-07-18,上海市质量技术监督局
1404,192,上海市预防接种单位信息包括：区县编码简称、用户类型、用户机构全称、单位地址、服务时间、联系电话。,就医与保健,预防接种 单位,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2016-07-08,上海市卫生和计划生育委员会
1396,197,托幼机构儿童、工作人员体检情况2015年包括：贫血检出率、肥胖检出率、视力筛查可疑异常率、听力筛查可疑异常率、龋齿筛查可疑异常率。,就医与保健,托幼机构 儿童 工作人员 体检情况,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2016-07-08,上海市卫生和计划生育委员会
1156,175,血站执业登记包括：机构名称、地址、登记号、采供血范围、业务项目、执业许可证号、有效期限、发证机关。,就医与保健,血站 执业登记,卫生健康,医疗保健,机构职能,普遍公开,2016-07-08,2016-07-08,上海市卫生和计划生育委员会
1209,141,为掌握新标准实施后本地孕妇和学龄儿童的碘营养状况，根据国家《2014年公共卫生服务地方病防治项目实施方案》（中疾控地病发〔2014〕5号）和《碘缺乏病监测方案》（中疾控地病发〔2012〕6号），上海市于2015年开展了第七次碘缺乏病病情监测。,就医与保健,碘缺乏病 防治工作 调查信息 总结报告,卫生健康,医疗保健,机构职能,特定公开,2016-07-08,2016-07-08,上海市卫生和计划生育委员会
1384,189,分批次农转用征地项目信息（市批）信息。,政府办事,土地资源.国土,资源环境,土地,业务类,普遍公开,2016-07-07,2016-07-07,上海市规划和国土资源管理局
1671,213,上海市公共安全防范工程设计施工单位年度核准情况通报包括证号、单位名称、法人和电话等内容。,政府办事,公共安全防范工程，工程设计施工单位,公共安全,公安,业务类,普遍公开,2016-07-07,2016-07-07,上海市公安局
2174,258,过往所有年份的社会公正计量行（站）信息，包括：单位名称、地址、联系电话、证书编号、发证日期、 有效期、联系人,政府办事,社会公正，计量行，计量站,机构团体,综合类,业务类,普遍公开,2015-10-16,2016-07-05,上海市质量技术监督局
3315,891,上海市各检验检测机构的信息，包括机构名称、地址、联系电话及工作范围,政府办事,检测机构.检验机构,机构团体,检验、检疫,业务类,特定公开,2015-01-14,2016-07-04,上海市质量技术监督局
1419,238,单独选址项目信息（市批）信息。,政府办事,土地资源.国土,城市建设,土地,业务类,普遍公开,2016-06-17,2016-06-17,上海市规划和国土资源管理局
1560,261,协议出让土地用地审批信息。,政府办事,土地资源.国土,城市建设,土地,业务类,普遍公开,2016-06-17,2016-06-17,上海市规划和国土资源管理局
1491,244,土地租赁用地审批信息。,政府办事,土地资源.国土,城市建设,土地,业务类,普遍公开,2016-06-17,2016-06-17,上海市规划和国土资源管理局
1792,298,土地储备审批信息,政府办事,土地资源.国土,城市建设,土地,业务类,普遍公开,2016-06-17,2016-06-17,上海市规划和国土资源管理局
2114,366,招标、拍卖、挂牌用地审批信息。,政府办事,土地资源.国土,城市建设,土地,业务类,普遍公开,2016-06-17,2016-06-17,上海市规划和国土资源管理局
1677,290,建设用地批准文件调整、撤销审批信息。,政府办事,土地资源.国土,资源环境,土地,业务类,普遍公开,2016-06-17,2016-06-17,上海市规划和国土资源管理局
2018,312,上海市规划和国土资源管理局公告类信息网上公开（包括项目预公告等信息）。,政府办事,公告类信息,城市建设,综合类,其他类,普遍公开,2016-06-14,2016-06-14,上海市规划和国土资源管理局
1476,194,上海市规划和国土资源管理局门户网站发布的工作动态等新闻类信息。,政府办事,新闻类信息,城市建设,综合类,其他类,普遍公开,2016-06-14,2016-06-14,上海市规划和国土资源管理局
1708,275,上海市规划和国土资源管理局门户网站发布的政策法规类规范性文件信息。,政府办事,政策法规,城市建设,综合类,政策法规,普遍公开,2016-06-14,2016-06-14,上海市规划和国土资源管理局
5045,862,2014年度全市纳税信用等级统计，包括纳税人识别码，纳税人名称，A类信用等级等信息。,政府办事,纳税人识别码，纳税人名称，信用等级,信用服务,税务,业务类,普遍公开,2015-11-02,2016-05-06,上海市地方税务局
2685,686,企业技术中心认定的认定总数、领域分布数量、区域分布数量等相关信息,政府办事,认定总数.领域分布数量.区域分布数量,经济建设,工业,业务类,普遍公开,2014-11-07,2016-04-14,上海市经济和信息化委员会
2704,377,建筑从业人员行政处罚信息。此表用于统计在沪建筑从业人员受到行政处罚的信息。,政府办事,人员行政处罚,信用服务,城乡建设,机构职能,普遍公开,2015-11-03,2016-04-13,上海市住房和城乡建设管理委员会
2969,382,卫生监督检查信息，包括条线、单位名称、检查时间，检查结果，监督机构,就医与保健,卫生 监督 检查,信用服务,医药卫生管理,机构职能,普遍公开,2015-11-30,2016-04-13,上海市卫生和计划生育委员会
2547,279,全市帮困粮油指定供应点的名称、地址、联系电话、邮政编码、联系人,社区周边生活服务,帮困，粮油，供应点,民生服务,商贸综合类,业务类,普遍公开,2015-11-04,2016-02-06,上海市粮食局
2315,250,全市副食品价格补贴发放网点的行政区域、名称、地址、联系电话、邮政编码,政府办事,副食品，补贴，发放点,民生服务,民政综合类,业务类,普遍公开,2015-11-04,2016-02-06,上海市粮食局
2751,383,全市粮食收购点的公司名称、联系地址、联系电话、邮政编码、联系人,政府办事,粮食，收购点,经济建设,商贸综合类,业务类,普遍公开,2015-11-04,2016-02-06,上海市粮食局
1804,321,与市政府侨办合作的包括上海莘闵留学人员创业园在内的为华侨华人在上海投资创业提供服务的10家机构的名称、地址和电话,政府办事,创业服务,经济建设,综合类,业务类,普遍公开,2016-01-27,2016-01-27,上海市人民政府侨务办公室
1464,188,有关华侨回国来沪定居、归侨身份确认、归侨证的制作等7项受理事项的受理时间和地点,政府办事,事务受理,民生服务,综合类,业务类,普遍公开,2016-01-27,2016-01-27,上海市人民政府侨务办公室
1528,189,包括华侨回国来沪定居行政审批、归侨身份确认、华侨身份确认、华人身份确认在内的8项行政权力,政府办事,行政权力,民生服务,综合类,机构职能,普遍公开,2016-01-27,2016-01-27,上海市人民政府侨务办公室
1528,212,包括浦东、黄浦、静安、徐汇、长宁、普陀、闸北、虹口、杨浦、宝山、闵行、嘉定、金山、松江、青浦、奉贤、崇明等17个区县侨办的名称、地址信息,政府办事,机构,机构团体,综合类,机构职能,普遍公开,2016-01-27,2016-01-27,上海市人民政府侨务办公室
3575,373,提供上海市各区县通航水闸每年船舶过闸数量，船舶过闸吨位，船舶过闸收费情况服务,政府办事,收费区县.通航水闸数量.过闸船舶吨位.过闸船舶数量.过闸收入,道路交通,水利,业务类,特定公开,2015-10-28,2016-01-26,上海市水务局
1704,257,上海市苏州河、黄浦江沿线防汛墙及上海市海塘附件坐标城建位置信息,政府办事,附件数据,城市建设,水利,业务类,特定公开,2015-10-30,2016-01-22,上海市水务局
1780,249,集中式供水单位卫生许可信息，包括许可证号，区县，机构名称，地址，电话，邮政编码，单位类别,政府办事,供水 集中式 许可 卫生,卫生健康,医药卫生管理,机构职能,普遍公开,2015-11-30,2016-01-12,上海市卫生和计划生育委员会
368,73,二手车鉴定评估机构主要包括二手车鉴定评估机构企业名称、批准时间、有效截止日期等信息。,交通出行,二手车,经济建设,国内贸易,业务类,普遍公开,2017-04-14,2015-12-31,上海市商务委员会
2830,420,上海市技术合同认定登记信息，包括技术合同申请人/单位，技术合同编号，技术合同批准类型等。,培训与就业,科技 技术合同 认定 登记,教育科技,科技管理,业务类,普遍公开,2015-10-27,2015-12-25,上海市科学技术委员会
2465,307,人才中介服务机构信息：包括单位名称、法人、地址、联系电话等信息,政府办事,人才中介.单位名称.地址.联系电话,社会发展,劳动人事综合类,业务类,普遍公开,2015-12-07,2015-12-07,上海市人力资源和社会保障局
2636,253,提供了2014年度上海市的示范性家政服务站的相关名单，包括了示范性家政服务站所在的区域、名称、地址、联系电话、联系人等信息。,社区周边生活服务,示范性家政服务站 名单,民生服务,综合类,其他类,普遍公开,2015-12-03,2015-12-04,上海市妇女联合会
2359,276,提供了上海市妇联基层组织的相关信息，包括基层组织名称、地址、联系电话等信息。,政府办事,妇联 基层,机构团体,综合类,其他类,普遍公开,2015-12-03,2015-12-03,上海市妇女联合会
1884,263,母婴保健技术服务执业许可信息，包括许可证号，区县，机构名称，地址，电话，邮政编码，项目,就医与保健,母婴 保健 技术 服务 执业 许可,卫生健康,医药卫生管理,机构职能,普遍公开,2015-11-30,2015-11-30,上海市卫生和计划生育委员会
1739,240,母婴保健机构服务人员资格许可信息，包括许可证号、姓名、项目、发证日期,政府办事,母婴 保健 机构 服务 人员 资格 许可 信息,卫生健康,医药卫生管理,机构职能,普遍公开,2015-11-30,2015-11-30,上海市卫生和计划生育委员会
1745,244,港澳医务人员执业许可信息，包括许可证号、姓名、类别、发证日期，为依申请公开信息,政府办事,医务人员 港澳 执业 许可,卫生健康,医药卫生管理,机构职能,特定公开,2015-11-30,2015-11-30,上海市卫生和计划生育委员会
1733,219,放射诊疗许可信息，包括许可证号，区县，机构名称，地址，电话，邮政编码，发证日期,就医与保健,放射 诊疗 许可,卫生健康,医药卫生管理,机构职能,普遍公开,2015-11-30,2015-11-30,上海市卫生和计划生育委员会
2291,425,上海采供血机构基本信息，包括机构名称、地址、邮编、联系电话等信息。,政府办事,采供血,卫生健康,医药卫生管理,机构职能,普遍公开,2014-11-27,2015-11-30,上海市卫生和计划生育委员会
2354,486,本市各类会展信息主要包括上海市每年度各类会展名称、内容、举办时间、举办地点等信息。,政府办事,会展,经济建设,商贸综合类,业务类,普遍公开,2015-11-30,2015-11-30,上海市商务委员会
2869,427,告知应急避难场所名称、所属区县、街道、地址、建设类别、建设类型、总占地面积、有效使用面积、避难人数、建设主体等信息。,社区周边生活服务,应急 避难 场所,公共安全,综合政务类,业务类,普遍公开,2015-11-25,2015-11-25,上海市民防办公室
5204,962,上海市第三次经济普查主要数据公报（第一号）上海市第三次经济普查主要数据公报（第一号）,政府办事,上海市第三次经济普查主要数据公报（第一号）,经济建设,统计,机构职能,普遍公开,2015-07-17,2015-11-25,上海市统计局
2869,618,上海市第三次经济普查主要数据公报（第三号）上海市第三次经济普查主要数据公报（第三号）,政府办事,上海市第三次经济普查主要数据公报（第三号）,经济建设,统计,机构职能,普遍公开,2015-07-17,2015-11-25,上海市统计局
2586,528,上海市第三次经济普查主要数据公报（第二号）上海市第三次经济普查主要数据公报（第二号）,政府办事,上海市第三次经济普查主要数据公报（第二号）,经济建设,统计,机构职能,普遍公开,2015-07-17,2015-11-23,上海市统计局
3449,762,上海市技术先进型服务企业名单，包括证书编号、企业名称、批准时间等,政府办事,科技 技术先行型 企业 名单,经济建设,科技管理,业务类,普遍公开,2015-10-27,2015-11-23,上海市科学技术委员会
2940,473,2014年度中小企业发展专项资金分配结果.包含专项资金分配对象、分配金额,政府办事,2014.中小企业.专项资金.分配结果,经济建设,工业,业务类,普遍公开,2015-10-27,2015-11-19,上海市经济和信息化委员会
2439,437,产学研合作示范基地.包含单位名称.单位地址.负责人.项目信息等.,政府办事,产学研.合作.示范.基地,经济建设,工业,业务类,普遍公开,2015-10-27,2015-11-19,上海市经济和信息化委员会
2305,398,知识产权优势企业.包含企业名称.企业地址.企业优势.企业产权内容.,政府办事,知识产权.优势企业,经济建设,企业,业务类,普遍公开,2015-10-27,2015-11-19,上海市经济和信息化委员会
2111,288,食盐定点生产企业.包括食盐定点生产企业名称、地址、联系电话等有关信息内容.,政府办事,食盐定点.生产.企业,经济建设,综合类,业务类,普遍公开,2015-10-27,2015-11-19,上海市经济和信息化委员会
3724,867,信息服务业产业基地 基地全称、界域、运营管理机构及联系方式、主要领域类别,政府办事,基地全称.界域.运营管理机构及联系方式.主要领域类别,经济建设,信息产业综合类,业务类,普遍公开,2014-11-07,2015-11-19,上海市经济和信息化委员会
3300,743,创意产业集聚区 集聚区名称、地址、主导产业、概况、入驻企业、服务平台、联系方式,政府办事,集聚区名称.地址.主导产业.概况.入驻企业.服务平台.联系方式,经济建设,工业,业务类,普遍公开,2014-11-07,2015-11-19,上海市经济和信息化委员会
3252,883,计算机信息系统集成资质企业 本市获得计算机信息系统集成资质企业名单,政府办事,企业名称.资质证书编号.批准备案日期.首次获证日期.资质等级.所属省市,经济建设,信息产业综合类,业务类,普遍公开,2014-11-07,2015-11-19,上海市经济和信息化委员会
4914,860,上海市软件和信息服务业机构名称、地址、网址、电话、传真、简介等,政府办事,机构名称.地址.网址.电话.传真.简介,经济建设,信息产业综合类,业务类,普遍公开,2015-02-25,2015-11-19,上海市经济和信息化委员会
2266,298,市经济信息化委行政审批事项.包含行政审批事项、设立依据、处室、期限,政府办事,审批事项.依据.处室.期限,经济建设,经济管理,业务类,普遍公开,2015-10-27,2015-11-18,上海市经济和信息化委员会
2845,507,欠缴税款纳税人名单信息，包括纳税人基础信息，欠缴税款信息和主管税务机关信息等,政府办事,纳税人基础信息，欠税信息,经济建设,税务,业务类,普遍公开,2015-11-02,2015-11-17,上海市地方税务局
1691,261,建筑业受理服务部门信息。此表用于记录在沪建筑业受理服务部门的联系信息。,政府办事,建筑业受理服务部门,城市建设,城乡建设,机构职能,普遍公开,2015-11-04,2015-11-16,上海市住房和城乡建设管理委员会
2163,254,全市各区县粮食行政管理部门的名称、办公地址、联系电话及邮政编码,政府办事,粮食，管理，机构,机构团体,商贸综合类,业务类,普遍公开,2015-11-06,2015-11-06,上海市粮食局
2130,364,报废机动车信息主要包含每一年度报废车数量、吨位、车型等信息。,交通出行,报废机动车,道路交通,国内贸易,业务类,普遍公开,2015-11-03,2015-11-05,上海市商务委员会
7765,1304,上海市标准化菜市场建设基本情况， 2005年完成100家标准化菜市场建设任务，2006年以食品安全为核心，完成了300家标准化菜市场的建设任务。截止2006年底，已建成400家标准化菜市场，2007年继续改造230家,政府办事,标准化.菜市场,民生服务,商贸综合类,业务类,普遍公开,2012-12-07,2015-11-05,上海市商务委员会
1554,258,外省市驻沪建管部门信息。此表用于记录外省市驻沪建管部门的信息。,政府办事,外省市驻沪建管部门,城市建设,城乡建设,其他类,普遍公开,2015-11-04,2015-11-04,上海市住房和城乡建设管理委员会
2559,498,税务师事务所，提供税务师事务所名称，地址，邮编，成立时间，所长姓名，联系方式等信息。,政府办事,税务师事务所，地址，邮编，成立时间，姓名，联系方式,经济建设,税务,机构职能,普遍公开,2015-11-02,2015-11-04,上海市地方税务局
3011,1011,提供全市非正常户信息。包括纳税人识别码，名称，法定代表人，认定日期，主管税务机关等信息。,政府办事,纳税人识别码，名称，法定代表人，认定日期，主管税务机关,经济建设,税务,业务类,普遍公开,2015-11-02,2015-11-04,上海市地方税务局
2438,490,上海市税务局零散税收委托征管代征人清册提供代征点名称，地址，税务机关，联系电话，对外工作时间等信息,政府办事,名称，地址，电话，时间,经济建设,税务,机构职能,普遍公开,2015-11-02,2015-11-04,上海市地方税务局
2466,478,上海用于联合惩戒的重大税收违法案件信息汇总，提供黑名单系统，包括纳税人的基础信息和涉税信息及涉案信息等,政府办事,纳税人基础信息，涉税信息，涉案信息,经济建设,税务,业务类,普遍公开,2015-11-02,2015-11-04,上海市地方税务局
2728,531,二手车交易信息主要包括二手车市场名称、交易量、交易额及车型等信息。,交通出行,二手车,道路交通,国内贸易,业务类,普遍公开,2015-11-03,2015-11-03,上海市商务委员会
1983,324,二手车鉴定评估机构主要介绍二手车鉴定评估机构企业名称、批准时间及有效截止时间等信息。,社区周边生活服务,二手车,道路交通,国内贸易,业务类,普遍公开,2015-11-03,2015-11-03,上海市商务委员会
1598,279,区县商务主管部门基本信息主要包括各区县商务主管部门名称、地址、联系电话、服务时间及附近交通等信息。,政府办事,商务主管部门,机构团体,经贸管理,机构职能,普遍公开,2015-11-03,2015-11-03,上海市商务委员会
2548,322,上海市重点粮油仓储设施企业的名称、公司地址、联系电话、邮政编码,政府办事,粮油，仓储，设施,经济建设,商贸综合类,业务类,普遍公开,2015-11-02,2015-11-02,上海市粮食局
2604,347,经批准设立的现代远程教育校外学习中心（点） 清单，包括试点高校、学习中心（点）、名称、地址等,学校教育与终身教育,校外 学习,教育科技,教育,业务类,普遍公开,2015-10-20,2015-10-29,上海市教育委员会
3333,389,上海市市奖学金分配信息，包括分配单位（学校）、分配金额等信息,学校教育与终身教育,奖学金,教育科技,教育,业务类,普遍公开,2015-10-20,2015-10-29,上海市教育委员会
2436,347,上海市国家励志奖学金分配信息，包括分配单位（学校）、分配金额等,学校教育与终身教育,奖学金,教育科技,教育,业务类,普遍公开,2015-10-20,2015-10-29,上海市教育委员会
2241,304,排水行业数据库及其管理系统中防汛应急子系统防汛队伍资料。包括抢险范围.组成单位.队长.联系电话.集结地点.联系人.联系电话.保障范围；,城市安全,抢险范围.组成单位，队长，集结地点,资源环境,水利,其他类,普遍公开,2015-10-29,2015-10-29,上海市水务局
2229,281,消防技术服务机构资质信息包括单位名称、法定代表人、地址、机构类型、资质等级等内容,政府办事,消防技术服务机构,公共安全,公安,业务类,普遍公开,2015-10-29,2015-10-29,上海市公安局
3497,735,年度海洋经济运行监测、海洋经济分析评估信息 主要统计历年全国及上海海洋生产总值,政府办事,海洋经济，分析评估，统计信息,资源环境,统计,业务类,普遍公开,2015-01-04,2015-10-28,上海市水务局
2161,287,印章承刻企业信息内容包括名称、地址、特行许可证号、工商注册号、联系人等。,政府办事,印章承刻企业,公共安全,公安,业务类,普遍公开,2015-10-19,2015-10-28,上海市公安局
3751,867,上海市高新技术企业名单，包括证书编号、企业名称、批准时间、有效截止期等,政府办事,科技 高新技术 企业,经济建设,科技管理,业务类,普遍公开,2015-10-27,2015-10-27,上海市科学技术委员会
1653,245,烟火燃放单位资质信息数据产品内容包括单位名称、资质、有效期、地址、电话等信息,城市安全,烟火燃放单位,公共安全,公安,业务类,普遍公开,2015-10-26,2015-10-26,上海市公安局
2154,335,客运、轮渡码头及周边相关道路交通违法受理窗口信息内容包括窗口名称、地址、联系电话等。,政府办事,客运.轮渡码头.交通违法受理窗口,道路交通,公安,业务类,普遍公开,2015-10-19,2015-10-26,上海市公安局
2014,358,教育部予以资格认定的自费出国留学中介机构清单（上海地区），包括机构名称、法定代表人、地址、资格认定书编号、资格证书有效期、证书变更日期等,学校教育与终身教育,自费 出国 留学 中介,教育科技,教育,业务类,普遍公开,2015-10-20,2015-10-20,上海市教育委员会
2797,457,上海高等教育、高中教育、义务教育、学前教育、中职教育收费信息,学校教育与终身教育,教育 收费,教育科技,教育,业务类,普遍公开,2015-10-20,2015-10-20,上海市教育委员会
2647,428,上海市区县教育局机构名称、地址、邮编、总机、投诉电话、咨询电话、信息公开电话、网址等,学校教育与终身教育,区县 教育局,教育科技,教育,业务类,普遍公开,2015-10-20,2015-10-20,上海市教育委员会
2137,183,根据《上海市行政规范性文件制定和备案规定》的规定，经市人民政府同意，下列区县人民政府、市政府委办局及市政府派出机构于2014年7月1日至2014年12月31日期间报送备案的行政规范性文件（105件），经审查准予备案，现公告如下,政府办事,规范性文件,社会发展,综合类,其他类,普遍公开,2015-10-20,2015-10-20,上海市人民政府法制办公室
2094,187,上海市人民政府法制办公室是上海市人民政府的直属机构，其主要职能包括13项。,政府办事,职能,社会发展,综合类,机构职能,普遍公开,2015-10-19,2015-10-20,上海市人民政府法制办公室
2054,160,上海市人民政府法制办公室部门预算，是包括上海市人民政府法制办公室本级及下属2家预算单位的综合收支计划。,政府办事,预算编制说明,社会发展,综合类,业务类,普遍公开,2015-10-19,2015-10-20,上海市人民政府法制办公室
2396,609,2015年部门财务收支预算总表，2015年部门财政拨款基本支出经济分类预算表，2015年部门财政拨款支出功能分类预算表等,政府办事,财,社会发展,综合类,其他类,普遍公开,2015-10-20,2015-10-20,上海市人民政府法制办公室
2086,190,上海市人民政府法制办公室2015年“三公”经费财政拨款预算合计为61万元，包括上海市人民政府法制办公室本级以及下属1家与市级财政有经费领拨关系的预算单位2015年使用市级财政拨款预算安排的因公出国（境）费、公务用车购置及运行费和公务接待费。,政府办事,预算说明,社会发展,综合类,其他类,普遍公开,2015-10-19,2015-10-19,上海市人民政府法制办公室
1946,320,保安服务业信息数据产品内容包括保安公司名称、办公地址、联系方式等。,培训与就业,保安服务业,公共安全,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
2016,332,生产性废旧金属回收企业信息包括企业名称、地址、法人、联系电话等。,政府办事,废旧金属回收,资源环境,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
1994,356,营业性射击场信息数据产品内容包括企业名称、地址、法人、联系电话等。,社区周边生活服务,营业性射击场,文化休闲,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
1764,311,公安局登记备案的机动车检测场信息内容包括监测站名称、单位地址、质量监督局认定的有效期止等。,政府办事,机动车检测场,道路交通,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
1676,241,涉及公民权利义务的公安机关规范性文件信息内容包括文件名称、文号、发文日期、具体内容等,政府办事,公民权利义务.规范性文件,民生服务,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
4480,976,全市交通事故多发道路信息包括隐患道路名称、路段类型、督办等级、治理责任单位等信息。,政府办事,事故多发道路,道路交通,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
1424,216,内河船舶户牌及船民证办理点信息包括窗口名称、地址、联系电话等内容。,政府办事,船舶户牌.船民证,民生服务,公安,业务类,普遍公开,2015-10-19,2015-10-19,上海市公安局
1639,289,全市出入境中介机构信息包括机构代码、机构名称、法人、许可证编号、发证机关、签发日期等信息。,政府办事,出入境.中介,机构团体,公安,机构职能,普遍公开,2015-10-19,2015-10-19,上海市公安局
2140,322,募捐组织信息（公募基金会）的名称、地址、联系电话、地址等信息,政府办事,募捐组织,机构团体,民政,业务类,普遍公开,2015-10-13,2015-10-15,上海市民政局
