东莞市公办义务教育规范化学校信息,30,4,市教育局,每半年,2013-09-29, 数据公开 ,提供全市公办义务教育标准化学校信息
东莞市民办义务教育规范化学校信息,28,2,市教育局,每半年,2013-09-29, 数据公开 ,提供全市民办义务教育标准化学校信息
体育教练员资格信息,1090,79,市体育局,每月,2013-09-18, 体育从业人员  资质认定  数据公开 ,东莞市体育局权限范围内审批的等级裁判员人员名单及相关情况
国家裁判员资格信息,632,82,市体育局,每月,2013-09-18, 体育从业人员  资质认定  数据公开 ,东莞市体育局权限范围内审批的等级裁判员人员名单及相关情况
国家运动员资格信息,667,148,市体育局,每月,2013-09-18, 体育从业人员  数据公开  资质认定 ,东莞市体育局权限范围内审批的等级运动员人员名单及相关情况
经营性互联网文化单位,269,71,市文化广电新闻出版局,每月,2013-09-18, 数据公开  资质认定 ,None
销售无标志外国卷烟、专供出口卷烟违法行为,781,14,市烟草专卖局,每月,2013-09-16, 数据公开 ,None
销售非法生产的烟草专卖品违法行为,1101,14,市烟草专卖局,每月,2013-09-16, 数据公开 ,None
修剪、砍伐城市树木审批信息,254,0,市城市综合管理局,每季度,2013-09-13, 资质认定  数据公开 ,None
生猪定点屠宰场,28,1,市经济和信息化局,每年,2013-09-06, 数据公开 ,生猪定点屠宰场
报废汽车回收（拆解）（涉及报废汽车回收资格许可）,104,2,市经济和信息化局,每年,2013-09-06, 资质认定  数据公开 ,报废汽车回收（拆解）（涉及报废汽车回收资格许可）
名牌名标企业,127,1,市经济和信息化局,每年,2013-08-28, 红榜  数据公开 ,名牌名标企业
东莞市古树名木信息,413,69,市林业局,每年,2013-08-21, 资质认定  数据公开 ,None
酒类批发许可证核发,119,2,市经济和信息化局,每年,2013-08-07, 资质认定  数据公开 ,None
酒类零售许可证核发,124,3,市经济和信息化局,每年,2013-08-07, 资质认定  数据公开 ,None
民用爆炸物品销售许可,28,0,市经济和信息化局,每季度,2013-08-07, 数据公开 ,None
车辆生产企业更名、迁址审核,28,1,市经济和信息化局,每季度,2013-08-07, 数据公开 ,None
拍卖机构设立审核,28,1,市经济和信息化局,每年,2013-08-07, 数据公开 ,None
软件企业认定信息,28,0,市经济和信息化局,每年,2013-08-07, 数据公开 ,软件企业认定面向在东莞注册的软件和信息服务业企业，企业先按规定取得软件产品登记，再准备材料报软件和信息服务业科，初审后报省软协、省经信委，通过审查后取得软件企业认定证书。软件和信息服务业科作为东莞市“双软”受理机构，负责软件产品登记和软件企业认定的初审和转报。
其他建设工程或事项需要挖掘或者临时占用国、省道公路路面、公路用地（包括上空和地下）的路政许可,32,0,市公路管理局,每月,2013-08-02, 数据公开 ,None
现场供气备案,117,0,市安全生产监督管理局,每月,2013-07-18, 数据公开  资质认定 ,None
第一类非药品类易制毒化学品生产、经营许可证核发信息,213,1,市安全生产监督管理局,每月,2013-07-18, 资质认定  数据公开 ,None
修建跨越、穿越国、省道公路的建筑物、构筑物，以及在国、省道上修建跨越、穿越公路的桥梁、隧道、渡槽、涵洞等构筑物和供水、输气、输油、排污等中小型管线设施的路政许可,31,0,市公路管理局,每月,2013-05-23, 数据公开 ,None
公路施工需要封闭半幅以上国、省道公路路面的路政许可,27,0,市公路管理局,每月,2013-05-23, 数据公开 ,None
燃气市场行政处罚信息,183,0,市城市综合管理局,不提供,2013-05-10, 数据公开 ,此项数据是指在东莞市范围内，个人、企业或其它组织因违反燃气相关法律法规而受到行政处罚的信息。
纳税人（企业、单位）欠税公告信息表,2326,20,市国家税务局,每季度,2013-04-08, 信用警示  数据公开 ,None
涉及消防设计单位信用管理信息,27,0,市公安消防局,每月,2013-04-03, 数据公开 ,None
消防设计单位不良行为公告,2306,14,市公安消防局,实时,2013-03-23, 信用警示  数据公开 ,None
社会体育指导员资格信息,1055,61,市体育局,每月,2013-02-27, 体育从业人员  数据公开 ,东莞市体育局权限范围内审批的等级社会体育指导员人员名单及相关情况
市属企业信息,2398,45,市人民政府国有资产监督管理委员会,实时,2013-01-08, 数据公开  资质认定 ,None
市管权限的工业、商贸流通业和信息化领域技术改造投资项目核准,28,0,市经济和信息化局,每季度,2013-01-07, 数据公开 ,None
获国家或省财政资助的技术创新项目,28,1,市经济和信息化局,每半年,2013-01-07, 数据公开 ,None
电影发行许可证信息,412,67,市文化广电新闻出版局,每月,2012-12-31, 数据公开  资质认定 ,电影发行单位《电影发行许可证》信息
防雷工程专业施工单位资质核准,263,0,市气象局,一次性,2012-12-26, 数据公开  资质认定 ,None
防雷工程专业设计单位资质核准,266,0,市气象局,一次性,2012-12-26, 数据公开  资质认定 ,None
野生动物经营许可信息,97,0,市林业局,每月,2012-12-20, 数据公开  资质认定 ,野生动物经营利用许可
造林工程施工资质证书信息,97,0,市林业局,每年,2012-12-20, 数据公开  资质认定 ,None
林木种子生产许可证信息,27,0,市林业局,每年,2012-12-20, 数据公开 ,林木种子生产许可证
营造林工程规划设计资质证书信息,98,0,市林业局,每年,2012-12-20, 数据公开  资质认定 ,营林绿化工程施工单位资质许可证
林木种子经营许可证信息,27,0,市林业局,每年,2012-12-20, 数据公开 ,林木种子经营许可证
各地政府驻莞办事机构的设立信息,2460,31,市经济协作办公室,实时,2012-12-13, 数据公开 ,None
设立演出场所经营单位许可（备案）证明信息,322,80,市文化广电新闻出版局,每月,2012-12-03, 资质认定  数据公开 ,None
政府质量奖企业信息,1893,19,市质量技术监督局,一次性,2012-12-03, 红榜  数据公开 ,None
修理计量器具许可证,27,0,市质量技术监督局,每年,2012-12-02, 数据公开 ,申请人向我局申请办理修理计量器具许可证签发行政许可事项，经考核合格符合发证条件的，向申请人颁发修理计量器具许可证。
东莞市国际船舶代理企业信息列表,28,0,市交通运输局,每年,2012-12-01, 数据公开 ,None
技防系统设计方案的核准、竣工验收,1388,61,市公安局,每年,2012-11-28, 资质认定  数据公开 ,None
安全技术防范工程设计、施工、维修资格证审核,216,62,市公安局,每年,2012-11-28, 数据公开  资质认定 ,None
安全技术防范产品生产登记批准书审核,241,62,市公安局,每年,2012-11-28, 资质认定  数据公开 ,None
外地政府部门（非经营性事业单位）驻莞办事机构的备案信息,2481,19,市经济协作办公室,实时,2012-11-27, 数据公开 ,None
民办非学历高等教育机构基本信息,1365,29,市教育局,每季度,2012-11-26, 民办非企业  数据公开  资质认定 ,关于东莞市民办非学历高等教育机构情况的信息。
民办中职学校基本信息,1411,92,市教育局,每年,2012-11-23, 民办非企业  数据公开  资质认定 ,关于东莞市民办中职学校情况的信息。
公办中职学校基本信息,1444,84,市教育局,每年,2012-11-23, 事业单位  数据公开  资质认定 ,关于东莞市中职学校情况的信息。
在开放水域范围内增设作业码头的申报和审批程序,37,0,市口岸局,实时,2012-11-14, 数据公开 ,None
